order_item_id,order_id,product_id,quantity,sales,profit
1,30865,1931,4,1244,248.8
2,38632,1084,5,1140,228.0
3,11980,295,2,540,108.0
4,49651,292,4,416,83.2
5,36468,281,3,735,147.0
6,25284,1408,5,1745,349.0
7,8785,286,2,72,14.4
8,15008,67,4,616,123.2
9,26981,784,2,162,32.4
10,10206,867,5,1835,367.0
11,2225,1791,3,750,150.0
12,18072,1666,5,1640,328.0
13,18343,1259,1,352,70.4
14,13536,1269,5,2020,404.0
15,27657,1150,4,828,165.60000000000002
16,49470,836,2,856,171.20000000000002
17,10797,1131,1,438,87.60000000000001
18,7781,1833,2,78,15.600000000000001
19,4085,1758,1,390,78.0
20,38274,1879,3,1494,298.8
21,40093,157,3,849,169.8
22,461,122,5,2255,451.0
23,43066,1326,4,524,104.80000000000001
24,26048,698,2,704,140.8
25,11534,1427,1,239,47.800000000000004
26,43731,294,1,183,36.6
27,25683,951,1,354,70.8
28,47907,483,5,1240,248.0
29,13624,1060,2,446,89.2
30,8822,1556,2,762,152.4
31,5613,1995,3,276,55.2
32,47058,1997,5,1530,306.0
33,49221,1565,1,26,5.2
34,17982,1251,2,866,173.20000000000002
35,40575,278,1,468,93.60000000000001
36,35644,346,3,1488,297.6
37,44415,1115,5,940,188.0
38,4057,655,3,243,48.6
39,9120,691,1,76,15.200000000000001
40,26642,1405,3,288,57.6
41,23602,672,4,1064,212.8
42,43895,512,4,1928,385.6
43,5545,738,1,391,78.2
44,30696,1313,4,536,107.2
45,22657,1581,4,1320,264.0
46,12828,1505,1,203,40.6
47,45145,1201,1,386,77.2
48,32814,581,1,151,30.200000000000003
49,14592,1867,5,1160,232.0
50,1819,279,2,336,67.2
51,23995,234,3,189,37.800000000000004
52,9772,57,5,665,133.0
53,45721,1207,3,1041,208.20000000000002
54,11334,505,2,924,184.8
55,17427,334,3,1377,275.40000000000003
56,25234,119,2,626,125.2
57,19067,802,5,1465,293.0
58,31117,1812,5,855,171.0
59,28342,1713,1,494,98.80000000000001
60,27546,881,1,327,65.4
61,21892,565,3,678,135.6
62,19626,23,3,501,100.2
63,6496,1418,2,202,40.400000000000006
64,39919,640,4,1160,232.0
65,2086,583,5,470,94.0
66,26281,1726,5,1940,388.0
67,35731,1872,5,860,172.0
68,3527,204,1,180,36.0
69,35211,1207,1,47,9.4
70,16102,1822,4,1524,304.8
71,36639,65,4,948,189.60000000000002
72,47350,631,2,548,109.60000000000001
73,42258,1743,5,2215,443.0
74,46917,1755,4,320,64.0
75,4768,1110,2,564,112.80000000000001
76,48814,1318,5,1545,309.0
77,41664,1865,2,64,12.8
78,13751,964,5,900,180.0
79,23145,1046,4,1420,284.0
80,6914,911,5,220,44.0
81,3486,804,5,1120,224.0
82,33980,1021,1,197,39.400000000000006
83,21234,402,3,1230,246.0
84,4845,702,5,1550,310.0
85,19805,389,2,274,54.800000000000004
86,12665,1695,2,578,115.60000000000001
87,18779,523,4,1712,342.40000000000003
88,2093,1029,1,235,47.0
89,47348,272,1,138,27.6
90,48367,372,4,80,16.0
91,9681,129,4,480,96.0
92,9479,1395,2,960,192.0
93,44516,576,2,208,41.6
94,38318,1113,4,288,57.6
95,33072,927,5,615,123.0
96,39844,1971,3,873,174.60000000000002
97,5080,1379,3,1116,223.20000000000002
98,43113,1853,5,1525,305.0
99,23222,1427,5,2025,405.0
100,9162,517,4,924,184.8
101,34856,353,3,78,15.600000000000001
102,23056,332,4,428,85.60000000000001
103,41406,1388,4,876,175.20000000000002
104,4500,44,4,940,188.0
105,96,96,4,1304,260.8
106,1034,1530,3,888,177.60000000000002
107,21666,250,4,1224,244.8
108,16265,539,3,441,88.2
109,2095,546,3,909,181.8
110,31846,1382,3,768,153.60000000000002
111,7124,1830,2,698,139.6
112,12253,1222,1,284,56.800000000000004
113,32492,251,3,264,52.800000000000004
114,34928,1694,1,191,38.2
115,4632,1352,1,66,13.200000000000001
116,10279,1534,3,1440,288.0
117,39394,156,2,516,103.2
118,49610,1057,1,263,52.6
119,37494,1041,1,106,21.200000000000003
120,23804,280,2,706,141.20000000000002
121,39779,537,2,228,45.6
122,37019,179,4,1748,349.6
123,29266,1526,5,1920,384.0
124,27369,1629,1,138,27.6
125,25448,397,2,74,14.8
126,38761,216,2,196,39.2
127,37467,1132,3,903,180.60000000000002
128,43362,1774,5,1350,270.0
129,42338,1853,4,1408,281.6
130,29623,974,1,66,13.200000000000001
131,49581,1535,3,444,88.80000000000001
132,22747,1560,4,520,104.0
133,28892,1921,1,130,26.0
134,14195,1224,2,272,54.400000000000006
135,27824,693,2,512,102.4
136,38226,1704,4,1376,275.2
137,17335,1705,1,133,26.6
138,12877,740,3,183,36.6
139,11482,1515,2,170,34.0
140,38408,1669,1,24,4.800000000000001
141,9987,1681,1,379,75.8
142,9447,1456,4,1404,280.8
143,20743,1606,1,200,40.0
144,17508,938,1,27,5.4
145,27452,92,5,740,148.0
146,26537,142,5,870,174.0
147,43600,158,4,1468,293.6
148,45484,651,4,168,33.6
149,19260,921,2,314,62.800000000000004
150,15729,474,1,203,40.6
151,46383,27,4,476,95.2
152,39592,200,3,435,87.0
153,15720,423,5,2135,427.0
154,9783,1487,5,515,103.0
155,39969,1015,2,816,163.20000000000002
156,24036,1590,4,960,192.0
157,49802,1486,2,276,55.2
158,20393,100,3,951,190.20000000000002
159,14763,1126,3,1383,276.6
160,25625,1272,2,682,136.4
161,19208,365,2,76,15.200000000000001
162,482,1420,5,1245,249.0
163,18692,1677,1,257,51.400000000000006
164,11105,369,4,1772,354.40000000000003
165,42461,760,4,1196,239.20000000000002
166,46073,392,3,1278,255.60000000000002
167,7273,1744,3,588,117.60000000000001
168,15114,1527,3,1077,215.4
169,17382,628,5,245,49.0
170,17251,630,5,2475,495.0
171,31906,202,2,830,166.0
172,8205,1274,5,1645,329.0
173,26790,1536,5,1045,209.0
174,23934,1477,3,651,130.20000000000002
175,35701,927,5,1150,230.0
176,44891,1341,1,33,6.6000000000000005
177,14187,601,3,378,75.60000000000001
178,34237,1039,2,876,175.20000000000002
179,26171,1378,5,2445,489.0
180,5437,587,1,319,63.800000000000004
181,42367,706,5,2405,481.0
182,45570,1300,4,412,82.4
183,35304,1006,5,990,198.0
184,28924,1460,3,582,116.4
185,32722,974,5,2410,482.0
186,47243,83,5,1255,251.0
187,15755,1622,2,510,102.0
188,21021,1461,1,36,7.2
189,33441,969,4,128,25.6
190,44973,815,1,418,83.60000000000001
191,21633,292,2,378,75.60000000000001
192,28519,955,3,1077,215.4
193,10129,902,3,717,143.4
194,293,228,2,390,78.0
195,23338,1966,4,96,19.200000000000003
196,46563,1025,3,1095,219.0
197,35205,1851,4,424,84.80000000000001
198,33043,522,1,132,26.400000000000002
199,48956,810,4,1816,363.20000000000005
200,42363,522,2,736,147.20000000000002
201,19829,458,5,1570,314.0
202,22964,1185,5,645,129.0
203,43449,657,1,152,30.400000000000002
204,26461,1232,5,1270,254.0
205,36890,1962,5,2075,415.0
206,22162,1765,2,808,161.60000000000002
207,19458,209,2,206,41.2
208,16073,697,2,528,105.60000000000001
209,41434,1016,2,652,130.4
210,23860,1283,4,136,27.200000000000003
211,30522,1211,2,232,46.400000000000006
212,6279,901,5,2385,477.0
213,48129,149,3,948,189.60000000000002
214,43819,124,1,470,94.0
215,8455,218,2,544,108.80000000000001
216,9218,1518,5,695,139.0
217,25707,44,1,137,27.400000000000002
218,30177,1981,5,245,49.0
219,19470,545,3,705,141.0
220,23052,1291,1,98,19.6
221,7901,1126,3,87,17.400000000000002
222,3806,1485,2,930,186.0
223,33004,1218,1,389,77.80000000000001
224,36944,918,4,596,119.2
225,20490,923,1,77,15.4
226,16027,44,4,884,176.8
227,23250,1480,2,466,93.2
228,34067,1735,4,880,176.0
229,30314,1540,5,1280,256.0
230,30747,387,2,322,64.4
231,7606,339,1,331,66.2
232,24037,745,4,1188,237.60000000000002
233,32732,1689,1,105,21.0
234,2930,890,2,286,57.2
235,31108,1792,1,409,81.80000000000001
236,43547,854,4,144,28.8
237,109,1308,1,55,11.0
238,7591,266,3,66,13.200000000000001
239,27954,1545,5,2375,475.0
240,35147,1510,3,921,184.20000000000002
241,1936,243,2,404,80.80000000000001
242,32510,440,1,490,98.0
243,31139,1660,2,912,182.4
244,25811,740,3,339,67.8
245,24568,445,1,459,91.80000000000001
246,31373,1879,4,952,190.4
247,17336,1551,5,560,112.0
248,17882,800,2,952,190.4
249,1853,1569,1,56,11.200000000000001
250,18287,492,1,156,31.200000000000003
251,24141,1619,2,552,110.4
252,24963,758,1,351,70.2
253,38954,960,5,1800,360.0
254,48446,376,5,1680,336.0
255,31749,524,3,777,155.4
256,18927,133,3,825,165.0
257,47231,1921,2,596,119.2
258,40554,927,2,210,42.0
259,28508,1917,3,1110,222.0
260,43396,221,3,1422,284.40000000000003
261,38360,1061,5,670,134.0
262,23227,1207,3,1002,200.4
263,29083,565,3,531,106.2
264,48963,1991,2,794,158.8
265,11779,1191,2,398,79.60000000000001
266,45903,1149,1,282,56.400000000000006
267,40603,143,2,540,108.0
268,44354,353,3,1017,203.4
269,16885,1736,2,654,130.8
270,20266,429,4,1380,276.0
271,40212,158,2,418,83.60000000000001
272,17532,802,5,2015,403.0
273,5576,1140,4,1220,244.0
274,5335,546,5,2390,478.0
275,36254,1481,2,88,17.6
276,48671,824,2,290,58.0
277,49468,704,3,60,12.0
278,14750,282,2,712,142.4
279,43265,1037,5,1110,222.0
280,6010,1254,2,700,140.0
281,14813,243,4,1588,317.6
282,2137,59,2,980,196.0
283,32567,338,2,236,47.2
284,13701,611,5,2220,444.0
285,35293,284,1,82,16.400000000000002
286,38774,133,1,378,75.60000000000001
287,22058,264,3,831,166.20000000000002
288,33883,245,3,219,43.800000000000004
289,37732,483,5,2455,491.0
290,2540,1726,1,218,43.6
291,7951,1855,5,1900,380.0
292,14834,838,4,220,44.0
293,43046,730,1,240,48.0
294,7765,493,5,1345,269.0
295,39187,1768,2,568,113.60000000000001
296,11559,1543,4,612,122.4
297,36256,1201,4,1664,332.8
298,47003,487,4,1236,247.20000000000002
299,23728,1845,2,614,122.80000000000001
300,29057,1192,2,650,130.0
301,12432,167,1,270,54.0
302,2704,54,2,210,42.0
303,10431,738,2,424,84.80000000000001
304,10038,1484,1,378,75.60000000000001
305,7764,720,1,215,43.0
306,43720,102,5,935,187.0
307,9227,1467,2,666,133.20000000000002
308,6834,1258,4,236,47.2
309,22555,545,5,1985,397.0
310,33046,1903,4,464,92.80000000000001
311,5011,62,4,1596,319.20000000000005
312,48527,794,4,428,85.60000000000001
313,4534,1763,5,745,149.0
314,5775,1143,3,471,94.2
315,44631,1368,1,324,64.8
316,5853,1173,1,216,43.2
317,23523,185,3,1500,300.0
318,47656,1567,5,2190,438.0
319,25991,25,2,126,25.200000000000003
320,12659,383,3,822,164.4
321,25077,902,5,1880,376.0
322,13319,575,3,423,84.60000000000001
323,25661,1599,2,910,182.0
324,1221,444,3,132,26.400000000000002
325,21152,371,4,996,199.20000000000002
326,31667,449,3,282,56.400000000000006
327,15558,542,4,716,143.20000000000002
328,17880,1787,5,1565,313.0
329,728,1134,5,205,41.0
330,4365,647,5,140,28.0
331,8805,622,5,1720,344.0
332,22474,1034,5,745,149.0
333,41101,332,1,310,62.0
334,49769,1439,2,696,139.20000000000002
335,16668,1269,2,164,32.800000000000004
336,48053,790,5,1470,294.0
337,632,1810,4,448,89.60000000000001
338,38884,1134,1,150,30.0
339,25139,836,3,117,23.400000000000002
340,4856,1144,3,1041,208.20000000000002
341,1184,1799,2,780,156.0
342,3904,1475,2,390,78.0
343,8280,1259,3,1050,210.0
344,32132,1284,4,620,124.0
345,24657,184,3,1296,259.2
346,21686,1787,1,206,41.2
347,49764,639,3,99,19.8
348,46838,1888,3,1392,278.40000000000003
349,34033,247,5,2225,445.0
350,22894,1160,1,262,52.400000000000006
351,7153,245,4,536,107.2
352,17769,399,5,1025,205.0
353,28709,1018,4,464,92.80000000000001
354,15138,490,1,265,53.0
355,25577,765,5,455,91.0
356,41622,464,5,885,177.0
357,22152,1400,4,1212,242.4
358,23792,1220,1,456,91.2
359,42122,1655,5,1995,399.0
360,26823,1818,1,318,63.6
361,9710,1382,1,44,8.8
362,23252,352,5,1865,373.0
363,7111,1333,2,860,172.0
364,34906,784,4,1568,313.6
365,30622,294,4,1028,205.60000000000002
366,3752,379,2,546,109.2
367,4615,1135,3,717,143.4
368,47624,706,3,555,111.0
369,47101,927,4,980,196.0
370,8520,676,1,56,11.200000000000001
371,9399,1853,3,582,116.4
372,37216,758,1,458,91.60000000000001
373,14877,431,1,422,84.4
374,43654,718,5,1555,311.0
375,30012,1889,5,2355,471.0
376,612,1952,2,362,72.4
377,40907,1656,5,1215,243.0
378,12238,1607,1,318,63.6
379,45274,1813,1,82,16.400000000000002
380,1824,1869,1,68,13.600000000000001
381,5966,1630,1,113,22.6
382,15922,719,4,380,76.0
383,2801,1673,4,1716,343.20000000000005
384,27479,770,3,396,79.2
385,12016,1383,5,1595,319.0
386,35068,476,3,612,122.4
387,9807,1774,1,101,20.200000000000003
388,31004,1778,4,172,34.4
389,16907,752,1,188,37.6
390,20942,1646,4,980,196.0
391,44182,369,4,880,176.0
392,44302,1154,5,715,143.0
393,45063,1034,2,874,174.8
394,24151,1441,5,980,196.0
395,27351,1546,2,250,50.0
396,4569,1886,4,1996,399.20000000000005
397,7699,196,1,487,97.4
398,15537,546,5,1765,353.0
399,38466,1712,2,244,48.800000000000004
400,46198,306,1,402,80.4
401,48620,891,3,168,33.6
402,25594,953,3,858,171.60000000000002
403,1982,838,4,568,113.60000000000001
404,12117,1291,3,762,152.4
405,30736,524,3,591,118.2
406,10354,302,1,176,35.2
407,32587,762,5,505,101.0
408,24995,813,2,328,65.60000000000001
409,17812,1192,3,1059,211.8
410,36028,1977,1,304,60.800000000000004
411,39308,1652,3,1398,279.6
412,47114,421,4,1452,290.40000000000003
413,46989,1900,4,1760,352.0
414,40395,1007,2,648,129.6
415,14471,1240,4,1356,271.2
416,40296,1224,4,636,127.2
417,13896,418,5,1630,326.0
418,12092,1733,5,735,147.0
419,18635,1455,3,636,127.2
420,23526,1660,1,335,67.0
421,36134,1517,4,132,26.400000000000002
422,40190,605,4,736,147.20000000000002
423,49021,1087,2,454,90.80000000000001
424,37344,758,1,55,11.0
425,22750,745,2,810,162.0
426,3742,1783,5,135,27.0
427,18320,1841,2,608,121.60000000000001
428,29216,1369,4,948,189.60000000000002
429,21088,10,5,1780,356.0
430,31162,309,5,935,187.0
431,19677,251,1,239,47.800000000000004
432,23043,1834,3,69,13.8
433,29088,40,5,2240,448.0
434,26537,1358,3,969,193.8
435,2050,554,5,2400,480.0
436,34611,1432,4,1636,327.20000000000005
437,9342,60,5,155,31.0
438,14049,1652,2,358,71.60000000000001
439,6575,1920,2,602,120.4
440,45621,1051,1,243,48.6
441,47203,1107,5,1825,365.0
442,42750,881,5,1975,395.0
443,24617,116,3,840,168.0
444,45003,1849,5,1105,221.0
445,24534,943,1,122,24.400000000000002
446,22604,1734,4,160,32.0
447,1400,848,3,501,100.2
448,108,483,4,1900,380.0
449,1088,1047,3,210,42.0
450,18196,1012,3,414,82.80000000000001
451,30534,1809,3,750,150.0
452,13030,58,3,1080,216.0
453,478,68,3,150,30.0
454,41100,341,4,1156,231.20000000000002
455,4132,422,4,864,172.8
456,46895,1637,4,648,129.6
457,38477,325,4,1020,204.0
458,44945,672,4,1192,238.4
459,33401,542,5,1805,361.0
460,1517,1123,5,2405,481.0
461,14628,774,3,1368,273.6
462,40657,708,5,1675,335.0
463,4824,733,1,448,89.60000000000001
464,36708,82,4,1504,300.8
465,32980,358,1,220,44.0
466,32059,743,4,820,164.0
467,18676,393,4,1928,385.6
468,29860,1613,1,137,27.400000000000002
469,5882,266,3,1278,255.60000000000002
470,21358,1380,3,1491,298.2
471,40048,1391,4,876,175.20000000000002
472,16103,764,1,128,25.6
473,26559,934,2,906,181.20000000000002
474,13140,542,2,890,178.0
475,11483,1156,4,1852,370.40000000000003
476,786,1298,1,493,98.60000000000001
477,25023,894,1,219,43.800000000000004
478,45929,171,5,195,39.0
479,40059,1731,2,50,10.0
480,48818,301,4,244,48.800000000000004
481,6165,1828,4,1576,315.20000000000005
482,43638,464,4,912,182.4
483,30683,845,3,1407,281.40000000000003
484,49977,764,3,1347,269.40000000000003
485,821,1319,4,1540,308.0
486,28856,1103,1,86,17.2
487,30422,143,3,687,137.4
488,5691,1293,1,190,38.0
489,37856,1098,4,144,28.8
490,49651,359,1,178,35.6
491,31735,237,5,2190,438.0
492,39087,300,5,1630,326.0
493,15381,844,5,2005,401.0
494,12568,1306,3,1374,274.8
495,28407,1301,3,969,193.8
496,49930,31,3,1347,269.40000000000003
497,38578,297,4,1532,306.40000000000003
498,48004,724,2,420,84.0
499,42741,1737,4,580,116.0
500,1481,1600,3,1401,280.2
501,28253,1169,3,417,83.4
502,20811,1044,2,792,158.4
503,13064,1966,2,784,156.8
504,3874,738,3,813,162.60000000000002
505,18589,1035,1,363,72.60000000000001
506,33010,909,3,1296,259.2
507,30026,1441,1,118,23.6
508,41164,343,3,219,43.800000000000004
509,27507,1277,3,1446,289.2
510,18479,1940,2,298,59.6
511,29433,927,4,864,172.8
512,35104,718,2,262,52.400000000000006
513,46719,1771,5,1170,234.0
514,38022,785,4,1548,309.6
515,6951,1742,3,981,196.20000000000002
516,41434,1443,5,1200,240.0
517,40253,1157,5,195,39.0
518,14562,903,3,699,139.8
